Date;Year;Month;Day;Clients;Holiday;Vacation;Closed_restaurants
2019-01-01;2019;January;Tuesday;82;True;False;0
2019-01-02;2019;January;Wednesday;0;False;True;0
2019-01-03;2019;January;Thursday;0;False;True;0
2019-01-04;2019;January;Friday;0;False;True;0
2019-01-05;2019;January;Saturday;0;False;True;0
2019-01-06;2019;January;Sunday;0;True;True;0
2019-01-07;2019;January;Monday;0;False;True;0
2019-01-08;2019;January;Tuesday;0;False;True;0
2019-01-09;2019;January;Wednesday;0;False;True;0
2019-01-10;2019;January;Thursday;0;False;True;0
2019-01-11;2019;January;Friday;114;False;False;3
2019-01-12;2019;January;Saturday;204;False;False;3
2019-01-13;2019;January;Sunday;205;False;False;3
2019-01-14;2019;January;Monday;0;False;True;3
2019-01-15;2019;January;Tuesday;0;False;True;3
2019-01-16;2019;January;Wednesday;50;False;False;3
2019-01-17;2019;January;Thursday;53;False;False;3
2019-01-18;2019;January;Friday;99;False;False;3
2019-01-19;2019;January;Saturday;192;False;False;3
2019-01-20;2019;January;Sunday;198;False;False;3
2019-01-21;2019;January;Monday;0;False;True;4
2019-01-22;2019;January;Tuesday;0;False;True;4
2019-01-23;2019;January;Wednesday;53;False;False;4
2019-01-24;2019;January;Thursday;30;False;False;4
2019-01-25;2019;January;Friday;103;False;False;4
2019-01-26;2019;January;Saturday;187;False;False;4
2019-01-27;2019;January;Sunday;212;False;False;4
2019-01-28;2019;January;Monday;0;False;True;0
2019-01-29;2019;January;Tuesday;0;False;True;0
2019-01-30;2019;January;Wednesday;39;False;False;0
2019-01-31;2019;January;Thursday;51;False;False;0
2019-02-01;2019;February;Friday;78;False;False;0
2019-02-02;2019;February;Saturday;199;False;False;0
2019-02-03;2019;February;Sunday;192;False;False;0
2019-02-04;2019;February;Monday;0;False;True;0
2019-02-05;2019;February;Tuesday;0;False;True;0
2019-02-06;2019;February;Wednesday;30;False;False;0
2019-02-07;2019;February;Thursday;39;False;False;0
2019-02-08;2019;February;Friday;99;False;False;0
2019-02-09;2019;February;Saturday;208;False;False;0
2019-02-10;2019;February;Sunday;185;False;False;0
2019-02-11;2019;February;Monday;0;False;True;0
2019-02-12;2019;February;Tuesday;0;False;True;0
2019-02-13;2019;February;Wednesday;47;False;False;0
2019-02-14;2019;February;Thursday;140;True;False;0
2019-02-15;2019;February;Friday;118;False;False;0
2019-02-16;2019;February;Saturday;187;False;False;0
2019-02-17;2019;February;Sunday;207;False;False;0
2019-02-18;2019;February;Monday;0;False;True;0
2019-02-19;2019;February;Tuesday;0;False;True;0
2019-02-20;2019;February;Wednesday;47;False;False;0
2019-02-21;2019;February;Thursday;54;False;False;0
2019-02-22;2019;February;Friday;94;False;False;0
2019-02-23;2019;February;Saturday;194;False;False;0
2019-02-24;2019;February;Sunday;182;False;False;0
2019-02-25;2019;February;Monday;0;False;True;0
2019-02-26;2019;February;Tuesday;0;False;True;0
2019-02-27;2019;February;Wednesday;55;False;False;0
2019-02-28;2019;February;Thursday;43;False;False;0
2019-03-01;2019;March;Friday;87;False;False;0
2019-03-02;2019;March;Saturday;193;False;False;0
2019-03-03;2019;March;Sunday;220;False;False;0
2019-03-04;2019;March;Monday;0;False;True;0
2019-03-05;2019;March;Tuesday;0;False;True;0
2019-03-06;2019;March;Wednesday;47;False;False;0
2019-03-07;2019;March;Thursday;59;False;False;0
2019-03-08;2019;March;Friday;83;True;False;0
2019-03-09;2019;March;Saturday;187;False;False;0
2019-03-10;2019;March;Sunday;190;False;False;0
2019-03-11;2019;March;Monday;0;False;True;0
2019-03-12;2019;March;Tuesday;0;False;True;0
2019-03-13;2019;March;Wednesday;48;False;False;0
2019-03-14;2019;March;Thursday;53;False;False;0
2019-03-15;2019;March;Friday;85;False;False;0
2019-03-16;2019;March;Saturday;219;False;False;0
2019-03-17;2019;March;Sunday;193;False;False;0
2019-03-18;2019;March;Monday;0;False;True;0
2019-03-19;2019;March;Tuesday;0;False;True;0
2019-03-20;2019;March;Wednesday;31;False;False;0
2019-03-21;2019;March;Thursday;39;False;False;0
2019-03-22;2019;March;Friday;78;False;False;0
2019-03-23;2019;March;Saturday;213;False;False;0
2019-03-24;2019;March;Sunday;210;False;False;0
2019-03-25;2019;March;Monday;0;False;True;0
2019-03-26;2019;March;Tuesday;0;False;True;0
2019-03-27;2019;March;Wednesday;43;False;False;0
2019-03-28;2019;March;Thursday;46;False;False;0
2019-03-29;2019;March;Friday;71;False;False;0
2019-03-30;2019;March;Saturday;183;False;False;0
2019-03-31;2019;March;Sunday;208;False;False;0
2019-04-01;2019;April;Monday;0;False;True;0
2019-04-02;2019;April;Tuesday;0;False;True;0
2019-04-03;2019;April;Wednesday;44;False;False;0
2019-04-04;2019;April;Thursday;40;False;False;0
2019-04-05;2019;April;Friday;70;False;False;0
2019-04-06;2019;April;Saturday;197;False;False;0
2019-04-07;2019;April;Sunday;192;False;False;0
2019-04-08;2019;April;Monday;0;False;True;0
2019-04-09;2019;April;Tuesday;0;False;True;0
2019-04-10;2019;April;Wednesday;35;False;False;0
2019-04-11;2019;April;Thursday;46;False;False;0
2019-04-12;2019;April;Friday;82;False;False;0
2019-04-13;2019;April;Saturday;205;False;False;0
2019-04-14;2019;April;Sunday;209;False;False;0
2019-04-15;2019;April;Monday;0;False;True;0
2019-04-16;2019;April;Tuesday;0;False;True;0
2019-04-17;2019;April;Wednesday;47;False;False;0
2019-04-18;2019;April;Thursday;54;False;False;0
2019-04-19;2019;April;Friday;74;False;False;0
2019-04-20;2019;April;Saturday;202;False;False;0
2019-04-21;2019;April;Sunday;170;True;False;0
2019-04-22;2019;April;Monday;153;True;False;0
2019-04-23;2019;April;Tuesday;0;False;True;0
2019-04-24;2019;April;Wednesday;47;False;False;0
2019-04-25;2019;April;Thursday;96;True;False;0
2019-04-26;2019;April;Friday;89;False;False;0
2019-04-27;2019;April;Saturday;185;False;False;0
2019-04-28;2019;April;Sunday;206;False;False;0
2019-04-29;2019;April;Monday;0;False;True;0
2019-04-30;2019;April;Tuesday;0;False;True;0
2019-05-01;2019;May;Wednesday;111;True;False;0
2019-05-02;2019;May;Thursday;38;False;False;0
2019-05-03;2019;May;Friday;76;False;False;0
2019-05-04;2019;May;Saturday;192;False;False;0
2019-05-05;2019;May;Sunday;199;False;False;0
2019-05-06;2019;May;Monday;0;False;True;0
2019-05-07;2019;May;Tuesday;0;False;True;0
2019-05-08;2019;May;Wednesday;48;False;False;0
2019-05-09;2019;May;Thursday;34;False;False;0
2019-05-10;2019;May;Friday;117;False;False;0
2019-05-11;2019;May;Saturday;198;False;False;0
2019-05-12;2019;May;Sunday;182;False;False;0
2019-05-13;2019;May;Monday;0;False;True;0
2019-05-14;2019;May;Tuesday;0;False;True;0
2019-05-15;2019;May;Wednesday;41;False;False;0
2019-05-16;2019;May;Thursday;35;False;False;0
2019-05-17;2019;May;Friday;96;False;False;0
2019-05-18;2019;May;Saturday;180;False;False;0
2019-05-19;2019;May;Sunday;213;False;False;0
2019-05-20;2019;May;Monday;0;False;True;0
2019-05-21;2019;May;Tuesday;0;False;True;0
2019-05-22;2019;May;Wednesday;32;False;False;0
2019-05-23;2019;May;Thursday;38;False;False;0
2019-05-24;2019;May;Friday;98;False;False;0
2019-05-25;2019;May;Saturday;185;False;False;0
2019-05-26;2019;May;Sunday;211;False;False;0
2019-05-27;2019;May;Monday;0;False;True;0
2019-05-28;2019;May;Tuesday;0;False;True;0
2019-05-29;2019;May;Wednesday;57;False;False;0
2019-05-30;2019;May;Thursday;60;False;False;0
2019-05-31;2019;May;Friday;98;False;False;0
2019-06-01;2019;June;Saturday;189;False;False;0
2019-06-02;2019;June;Sunday;193;True;False;0
2019-06-03;2019;June;Monday;0;False;True;0
2019-06-04;2019;June;Tuesday;0;False;True;0
2019-06-05;2019;June;Wednesday;0;False;True;0
2019-06-06;2019;June;Thursday;0;False;True;0
2019-06-07;2019;June;Friday;115;False;False;0
2019-06-08;2019;June;Saturday;195;False;False;0
2019-06-09;2019;June;Sunday;193;False;False;0
2019-06-10;2019;June;Monday;0;False;True;0
2019-06-11;2019;June;Tuesday;0;False;True;0
2019-06-12;2019;June;Wednesday;72;False;False;0
2019-06-13;2019;June;Thursday;56;False;False;0
2019-06-14;2019;June;Friday;127;False;False;0
2019-06-15;2019;June;Saturday;206;False;False;0
2019-06-16;2019;June;Sunday;180;False;False;0
2019-06-17;2019;June;Monday;0;False;True;0
2019-06-18;2019;June;Tuesday;0;False;True;0
2019-06-19;2019;June;Wednesday;80;False;False;0
2019-06-20;2019;June;Thursday;54;False;False;0
2019-06-21;2019;June;Friday;99;False;False;0
2019-06-22;2019;June;Saturday;222;False;False;0
2019-06-23;2019;June;Sunday;198;False;False;0
2019-06-24;2019;June;Monday;0;False;True;0
2019-06-25;2019;June;Tuesday;0;False;True;0
2019-06-26;2019;June;Wednesday;52;False;False;0
2019-06-27;2019;June;Thursday;64;False;False;0
2019-06-28;2019;June;Friday;118;False;False;0
2019-06-29;2019;June;Saturday;212;False;False;0
2019-06-30;2019;June;Sunday;180;False;False;0
2019-07-01;2019;July;Monday;0;False;True;0
2019-07-02;2019;July;Tuesday;0;False;True;0
2019-07-03;2019;July;Wednesday;66;False;False;0
2019-07-04;2019;July;Thursday;77;False;False;0
2019-07-05;2019;July;Friday;138;False;False;0
2019-07-06;2019;July;Saturday;237;False;False;0
2019-07-07;2019;July;Sunday;200;False;False;0
2019-07-08;2019;July;Monday;0;False;True;0
2019-07-09;2019;July;Tuesday;0;False;True;0
2019-07-10;2019;July;Wednesday;64;False;False;0
2019-07-11;2019;July;Thursday;60;False;False;0
2019-07-12;2019;July;Friday;107;False;False;0
2019-07-13;2019;July;Saturday;222;False;False;0
2019-07-14;2019;July;Sunday;232;False;False;0
2019-07-15;2019;July;Monday;0;False;True;0
2019-07-16;2019;July;Tuesday;0;False;True;0
2019-07-17;2019;July;Wednesday;76;False;False;0
2019-07-18;2019;July;Thursday;69;False;False;0
2019-07-19;2019;July;Friday;113;False;False;0
2019-07-20;2019;July;Saturday;224;False;False;0
2019-07-21;2019;July;Sunday;207;False;False;0
2019-07-22;2019;July;Monday;0;False;True;0
2019-07-23;2019;July;Tuesday;0;False;True;0
2019-07-24;2019;July;Wednesday;83;False;False;0
2019-07-25;2019;July;Thursday;73;False;False;0
2019-07-26;2019;July;Friday;109;False;False;0
2019-07-27;2019;July;Saturday;217;False;False;0
2019-07-28;2019;July;Sunday;209;False;False;0
2019-07-29;2019;July;Monday;0;False;True;0
2019-07-30;2019;July;Tuesday;0;False;True;0
2019-07-31;2019;July;Wednesday;84;False;False;0
2019-08-01;2019;August;Thursday;78;False;False;0
2019-08-02;2019;August;Friday;120;False;False;0
2019-08-03;2019;August;Saturday;241;False;False;0
2019-08-04;2019;August;Sunday;228;False;False;0
2019-08-05;2019;August;Monday;0;False;True;0
2019-08-06;2019;August;Tuesday;0;False;True;0
2019-08-07;2019;August;Wednesday;73;False;False;0
2019-08-08;2019;August;Thursday;68;False;False;0
2019-08-09;2019;August;Friday;149;False;False;0
2019-08-10;2019;August;Saturday;215;False;False;0
2019-08-11;2019;August;Sunday;260;False;False;0
2019-08-12;2019;August;Monday;0;False;True;0
2019-08-13;2019;August;Tuesday;0;False;True;0
2019-08-14;2019;August;Wednesday;97;False;False;0
2019-08-15;2019;August;Thursday;168;True;False;0
2019-08-16;2019;August;Friday;125;False;False;0
2019-08-17;2019;August;Saturday;269;False;False;0
2019-08-18;2019;August;Sunday;243;False;False;0
2019-08-19;2019;August;Monday;0;False;True;4
2019-08-20;2019;August;Tuesday;0;False;True;4
2019-08-21;2019;August;Wednesday;77;False;False;4
2019-08-22;2019;August;Thursday;78;False;False;4
2019-08-23;2019;August;Friday;121;False;False;4
2019-08-24;2019;August;Saturday;258;False;False;4
2019-08-25;2019;August;Sunday;246;False;False;4
2019-08-26;2019;August;Monday;0;False;True;4
2019-08-27;2019;August;Tuesday;0;False;True;4
2019-08-28;2019;August;Wednesday;74;False;False;4
2019-08-29;2019;August;Thursday;87;False;False;4
2019-08-30;2019;August;Friday;111;False;False;4
2019-08-31;2019;August;Saturday;249;False;False;4
2019-09-01;2019;September;Sunday;206;False;False;0
2019-09-02;2019;September;Monday;0;False;True;0
2019-09-03;2019;September;Tuesday;0;False;True;0
2019-09-04;2019;September;Wednesday;40;False;False;0
2019-09-05;2019;September;Thursday;42;False;False;0
2019-09-06;2019;September;Friday;78;False;False;0
2019-09-07;2019;September;Saturday;182;False;False;0
2019-09-08;2019;September;Sunday;220;False;False;0
2019-09-09;2019;September;Monday;0;False;True;0
2019-09-10;2019;September;Tuesday;0;False;True;0
2019-09-11;2019;September;Wednesday;45;False;False;0
2019-09-12;2019;September;Thursday;43;False;False;0
2019-09-13;2019;September;Friday;72;False;False;0
2019-09-14;2019;September;Saturday;192;False;False;0
2019-09-15;2019;September;Sunday;199;False;False;0
2019-09-16;2019;September;Monday;0;False;True;0
2019-09-17;2019;September;Tuesday;0;False;True;0
2019-09-18;2019;September;Wednesday;42;False;False;0
2019-09-19;2019;September;Thursday;59;False;False;0
2019-09-20;2019;September;Friday;92;False;False;0
2019-09-21;2019;September;Saturday;181;False;False;0
2019-09-22;2019;September;Sunday;211;False;False;0
2019-09-23;2019;September;Monday;0;False;True;0
2019-09-24;2019;September;Tuesday;0;False;True;0
2019-09-25;2019;September;Wednesday;54;False;False;0
2019-09-26;2019;September;Thursday;35;False;False;0
2019-09-27;2019;September;Friday;92;False;False;0
2019-09-28;2019;September;Saturday;202;False;False;0
2019-09-29;2019;September;Sunday;181;False;False;0
2019-09-30;2019;September;Monday;0;False;True;0
2019-10-01;2019;October;Tuesday;0;False;True;0
2019-10-02;2019;October;Wednesday;38;False;False;0
2019-10-03;2019;October;Thursday;31;False;False;0
2019-10-04;2019;October;Friday;95;False;False;0
2019-10-05;2019;October;Saturday;213;False;False;0
2019-10-06;2019;October;Sunday;183;False;False;0
2019-10-07;2019;October;Monday;0;False;True;0
2019-10-08;2019;October;Tuesday;0;False;True;0
2019-10-09;2019;October;Wednesday;60;False;False;0
2019-10-10;2019;October;Thursday;36;False;False;0
2019-10-11;2019;October;Friday;77;False;False;0
2019-10-12;2019;October;Saturday;201;False;False;0
2019-10-13;2019;October;Sunday;207;False;False;0
2019-10-14;2019;October;Monday;0;False;True;0
2019-10-15;2019;October;Tuesday;0;False;True;0
2019-10-16;2019;October;Wednesday;30;False;False;0
2019-10-17;2019;October;Thursday;30;False;False;0
2019-10-18;2019;October;Friday;99;False;False;0
2019-10-19;2019;October;Saturday;205;False;False;0
2019-10-20;2019;October;Sunday;210;False;False;0
2019-10-21;2019;October;Monday;0;False;True;0
2019-10-22;2019;October;Tuesday;0;False;True;0
2019-10-23;2019;October;Wednesday;38;False;False;0
2019-10-24;2019;October;Thursday;38;False;False;0
2019-10-25;2019;October;Friday;97;False;False;0
2019-10-26;2019;October;Saturday;185;False;False;0
2019-10-27;2019;October;Sunday;189;False;False;0
2019-10-28;2019;October;Monday;0;False;True;0
2019-10-29;2019;October;Tuesday;0;False;True;0
2019-10-30;2019;October;Wednesday;43;False;False;0
2019-10-31;2019;October;Thursday;60;False;False;0
2019-11-01;2019;November;Friday;132;True;False;0
2019-11-02;2019;November;Saturday;218;False;False;0
2019-11-03;2019;November;Sunday;198;False;False;0
2019-11-04;2019;November;Monday;0;False;True;0
2019-11-05;2019;November;Tuesday;0;False;True;0
2019-11-06;2019;November;Wednesday;38;False;False;0
2019-11-07;2019;November;Thursday;57;False;False;0
2019-11-08;2019;November;Friday;99;False;False;0
2019-11-09;2019;November;Saturday;188;False;False;0
2019-11-10;2019;November;Sunday;204;False;False;0
2019-11-11;2019;November;Monday;0;False;True;0
2019-11-12;2019;November;Tuesday;0;False;True;0
2019-11-13;2019;November;Wednesday;47;False;False;0
2019-11-14;2019;November;Thursday;58;False;False;0
2019-11-15;2019;November;Friday;120;False;False;0
2019-11-16;2019;November;Saturday;193;False;False;0
2019-11-17;2019;November;Sunday;183;False;False;0
2019-11-18;2019;November;Monday;0;False;True;0
2019-11-19;2019;November;Tuesday;0;False;True;0
2019-11-20;2019;November;Wednesday;51;False;False;0
2019-11-21;2019;November;Thursday;59;False;False;0
2019-11-22;2019;November;Friday;75;False;False;0
2019-11-23;2019;November;Saturday;188;False;False;0
2019-11-24;2019;November;Sunday;191;False;False;0
2019-11-25;2019;November;Monday;0;False;True;0
2019-11-26;2019;November;Tuesday;0;False;True;0
2019-11-27;2019;November;Wednesday;38;False;False;0
2019-11-28;2019;November;Thursday;46;False;False;0
2019-11-29;2019;November;Friday;71;False;False;0
2019-11-30;2019;November;Saturday;189;False;False;0
2019-12-01;2019;December;Sunday;227;False;False;0
2019-12-02;2019;December;Monday;0;False;True;0
2019-12-03;2019;December;Tuesday;0;False;True;0
2019-12-04;2019;December;Wednesday;87;False;False;0
2019-12-05;2019;December;Thursday;96;False;False;0
2019-12-06;2019;December;Friday;133;False;False;0
2019-12-07;2019;December;Saturday;219;False;False;0
2019-12-08;2019;December;Sunday;216;True;False;0
2019-12-09;2019;December;Monday;0;False;True;0
2019-12-10;2019;December;Tuesday;0;False;True;0
2019-12-11;2019;December;Wednesday;99;False;False;0
2019-12-12;2019;December;Thursday;83;False;False;0
2019-12-13;2019;December;Friday;136;False;False;0
2019-12-14;2019;December;Saturday;248;False;False;0
2019-12-15;2019;December;Sunday;215;False;False;0
2019-12-16;2019;December;Monday;0;False;True;0
2019-12-17;2019;December;Tuesday;0;False;True;0
2019-12-18;2019;December;Wednesday;69;False;False;0
2019-12-19;2019;December;Thursday;71;False;False;0
2019-12-20;2019;December;Friday;132;False;False;0
2019-12-21;2019;December;Saturday;253;False;False;0
2019-12-22;2019;December;Sunday;221;False;False;0
2019-12-23;2019;December;Monday;0;False;True;0
2019-12-24;2019;December;Tuesday;159;True;False;0
2019-12-25;2019;December;Wednesday;168;True;False;0
2019-12-26;2019;December;Thursday;151;True;False;0
2019-12-27;2019;December;Friday;132;False;False;0
2019-12-28;2019;December;Saturday;213;False;False;0
2019-12-29;2019;December;Sunday;266;False;False;0
2019-12-30;2019;December;Monday;0;False;True;0
2019-12-31;2019;December;Tuesday;197;True;False;0
2020-01-01;2020;January;Wednesday;85;True;False;0
2020-01-02;2020;January;Thursday;0;False;True;0
2020-01-03;2020;January;Friday;0;False;True;0
2020-01-04;2020;January;Saturday;0;False;True;0
2020-01-05;2020;January;Sunday;0;False;True;0
2020-01-06;2020;January;Monday;0;True;True;0
2020-01-07;2020;January;Tuesday;0;False;True;0
2020-01-08;2020;January;Wednesday;0;False;True;0
2020-01-09;2020;January;Thursday;0;False;True;0
2020-01-10;2020;January;Friday;100;False;False;0
2020-01-11;2020;January;Saturday;193;False;False;0
2020-01-12;2020;January;Sunday;187;False;False;0
2020-01-13;2020;January;Monday;0;False;True;3
2020-01-14;2020;January;Tuesday;0;False;True;3
2020-01-15;2020;January;Wednesday;39;False;False;3
2020-01-16;2020;January;Thursday;59;False;False;3
2020-01-17;2020;January;Friday;92;False;False;3
2020-01-18;2020;January;Saturday;208;False;False;3
2020-01-19;2020;January;Sunday;209;False;False;3
2020-01-20;2020;January;Monday;0;False;True;4
2020-01-21;2020;January;Tuesday;0;False;True;4
2020-01-22;2020;January;Wednesday;57;False;False;4
2020-01-23;2020;January;Thursday;47;False;False;4
2020-01-24;2020;January;Friday;89;False;False;4
2020-01-25;2020;January;Saturday;208;False;False;4
2020-01-26;2020;January;Sunday;186;False;False;4
2020-01-27;2020;January;Monday;0;False;True;0
2020-01-28;2020;January;Tuesday;0;False;True;0
2020-01-29;2020;January;Wednesday;51;False;False;0
2020-01-30;2020;January;Thursday;32;False;False;0
2020-01-31;2020;January;Friday;119;False;False;0
2020-02-01;2020;February;Saturday;190;False;False;0
2020-02-02;2020;February;Sunday;204;False;False;0
2020-02-03;2020;February;Monday;0;False;True;0
2020-02-04;2020;February;Tuesday;0;False;True;0
2020-02-05;2020;February;Wednesday;46;False;False;0
2020-02-06;2020;February;Thursday;59;False;False;0
2020-02-07;2020;February;Friday;84;False;False;0
2020-02-08;2020;February;Saturday;215;False;False;0
2020-02-09;2020;February;Sunday;181;False;False;0
2020-02-10;2020;February;Monday;0;False;True;0
2020-02-11;2020;February;Tuesday;0;False;True;0
2020-02-12;2020;February;Wednesday;56;False;False;0
2020-02-13;2020;February;Thursday;44;False;False;0
2020-02-14;2020;February;Friday;143;True;False;0
2020-02-15;2020;February;Saturday;208;False;False;0
2020-02-16;2020;February;Sunday;214;False;False;0
2020-02-17;2020;February;Monday;0;False;True;0
2020-02-18;2020;February;Tuesday;0;False;True;0
2020-02-19;2020;February;Wednesday;36;False;False;0
2020-02-20;2020;February;Thursday;50;False;False;0
2020-02-21;2020;February;Friday;94;False;False;0
2020-02-22;2020;February;Saturday;193;False;False;0
2020-02-23;2020;February;Sunday;184;False;False;0
2020-02-24;2020;February;Monday;0;False;True;0
2020-02-25;2020;February;Tuesday;0;False;True;0
2020-02-26;2020;February;Wednesday;30;False;False;0
2020-02-27;2020;February;Thursday;41;False;False;0
2020-02-28;2020;February;Friday;89;False;False;0
2020-02-29;2020;February;Saturday;203;False;False;0
2020-03-01;2020;March;Sunday;219;False;False;0
2020-03-02;2020;March;Monday;0;False;True;0
2020-03-03;2020;March;Tuesday;0;False;True;0
2020-03-04;2020;March;Wednesday;39;False;False;0
2020-03-05;2020;March;Thursday;33;False;False;0
2020-03-06;2020;March;Friday;92;False;False;0
2020-03-07;2020;March;Saturday;219;False;False;0
2020-03-08;2020;March;Sunday;190;True;False;0
2020-03-09;2020;March;Monday;0;False;True;0
2020-03-10;2020;March;Tuesday;0;False;True;0
2020-03-11;2020;March;Wednesday;44;False;False;0
2020-03-12;2020;March;Thursday;39;False;False;0
2020-03-13;2020;March;Friday;83;False;False;0
2020-03-14;2020;March;Saturday;197;False;False;0
2020-03-15;2020;March;Sunday;220;False;False;0
2020-03-16;2020;March;Monday;0;False;True;0
2020-03-17;2020;March;Tuesday;0;False;True;0
2020-03-18;2020;March;Wednesday;35;False;False;0
2020-03-19;2020;March;Thursday;40;False;False;0
2020-03-20;2020;March;Friday;79;False;False;0
2020-03-21;2020;March;Saturday;187;False;False;0
2020-03-22;2020;March;Sunday;205;False;False;0
2020-03-23;2020;March;Monday;0;False;True;0
2020-03-24;2020;March;Tuesday;0;False;True;0
2020-03-25;2020;March;Wednesday;45;False;False;0
2020-03-26;2020;March;Thursday;30;False;False;0
2020-03-27;2020;March;Friday;107;False;False;0
2020-03-28;2020;March;Saturday;192;False;False;0
2020-03-29;2020;March;Sunday;197;False;False;0
2020-03-30;2020;March;Monday;0;False;True;0
2020-03-31;2020;March;Tuesday;0;False;True;0
2020-04-01;2020;April;Wednesday;52;False;False;0
2020-04-02;2020;April;Thursday;31;False;False;0
2020-04-03;2020;April;Friday;98;False;False;0
2020-04-04;2020;April;Saturday;189;False;False;0
2020-04-05;2020;April;Sunday;209;False;False;0
2020-04-06;2020;April;Monday;0;False;True;0
2020-04-07;2020;April;Tuesday;0;False;True;0
2020-04-08;2020;April;Wednesday;36;False;False;0
2020-04-09;2020;April;Thursday;55;False;False;0
2020-04-10;2020;April;Friday;102;False;False;0
2020-04-11;2020;April;Saturday;201;False;False;0
2020-04-12;2020;April;Sunday;169;True;False;0
2020-04-13;2020;April;Monday;151;True;False;0
2020-04-14;2020;April;Tuesday;0;False;True;0
2020-04-15;2020;April;Wednesday;52;False;False;0
2020-04-16;2020;April;Thursday;36;False;False;0
2020-04-17;2020;April;Friday;104;False;False;0
2020-04-18;2020;April;Saturday;193;False;False;0
2020-04-19;2020;April;Sunday;182;False;False;0
2020-04-20;2020;April;Monday;0;False;True;0
2020-04-21;2020;April;Tuesday;0;False;True;0
2020-04-22;2020;April;Wednesday;47;False;False;0
2020-04-23;2020;April;Thursday;36;False;False;0
2020-04-24;2020;April;Friday;102;False;False;0
2020-04-25;2020;April;Saturday;188;True;False;0
2020-04-26;2020;April;Sunday;182;False;False;0
2020-04-27;2020;April;Monday;0;False;True;0
2020-04-28;2020;April;Tuesday;0;False;True;0
2020-04-29;2020;April;Wednesday;48;False;False;0
2020-04-30;2020;April;Thursday;46;False;False;0
2020-05-01;2020;May;Friday;149;True;False;0
2020-05-02;2020;May;Saturday;180;False;False;0
2020-05-03;2020;May;Sunday;181;False;False;0
2020-05-04;2020;May;Monday;0;False;True;0
2020-05-05;2020;May;Tuesday;0;False;True;0
2020-05-06;2020;May;Wednesday;55;False;False;0
2020-05-07;2020;May;Thursday;30;False;False;0
2020-05-08;2020;May;Friday;82;False;False;0
2020-05-09;2020;May;Saturday;191;False;False;0
2020-05-10;2020;May;Sunday;188;False;False;0
2020-05-11;2020;May;Monday;0;False;True;0
2020-05-12;2020;May;Tuesday;0;False;True;0
2020-05-13;2020;May;Wednesday;55;False;False;0
2020-05-14;2020;May;Thursday;59;False;False;0
2020-05-15;2020;May;Friday;120;False;False;0
2020-05-16;2020;May;Saturday;206;False;False;0
2020-05-17;2020;May;Sunday;196;False;False;0
2020-05-18;2020;May;Monday;0;False;True;0
2020-05-19;2020;May;Tuesday;0;False;True;0
2020-05-20;2020;May;Wednesday;41;False;False;0
2020-05-21;2020;May;Thursday;57;False;False;0
2020-05-22;2020;May;Friday;118;False;False;0
2020-05-23;2020;May;Saturday;220;False;False;0
2020-05-24;2020;May;Sunday;219;False;False;0
2020-05-25;2020;May;Monday;0;False;True;0
2020-05-26;2020;May;Tuesday;0;False;True;0
2020-05-27;2020;May;Wednesday;31;False;False;0
2020-05-28;2020;May;Thursday;37;False;False;0
2020-05-29;2020;May;Friday;83;False;False;0
2020-05-30;2020;May;Saturday;212;False;False;0
2020-05-31;2020;May;Sunday;193;False;False;0
2020-06-01;2020;June;Monday;0;False;True;0
2020-06-02;2020;June;Tuesday;84;True;False;0
2020-06-03;2020;June;Wednesday;63;False;False;0
2020-06-04;2020;June;Thursday;73;False;False;0
2020-06-05;2020;June;Friday;118;False;False;0
2020-06-06;2020;June;Saturday;203;False;False;0
2020-06-07;2020;June;Sunday;201;False;False;0
2020-06-08;2020;June;Monday;0;False;True;0
2020-06-09;2020;June;Tuesday;0;False;True;0
2020-06-10;2020;June;Wednesday;0;False;True;0
2020-06-11;2020;June;Thursday;0;False;True;0
2020-06-12;2020;June;Friday;122;False;False;0
2020-06-13;2020;June;Saturday;204;False;False;0
2020-06-14;2020;June;Sunday;201;False;False;0
2020-06-15;2020;June;Monday;0;False;True;0
2020-06-16;2020;June;Tuesday;0;False;True;0
2020-06-17;2020;June;Wednesday;59;False;False;0
2020-06-18;2020;June;Thursday;55;False;False;0
2020-06-19;2020;June;Friday;98;False;False;0
2020-06-20;2020;June;Saturday;181;False;False;0
2020-06-21;2020;June;Sunday;217;False;False;0
2020-06-22;2020;June;Monday;0;False;True;0
2020-06-23;2020;June;Tuesday;0;False;True;0
2020-06-24;2020;June;Wednesday;70;False;False;0
2020-06-25;2020;June;Thursday;53;False;False;0
2020-06-26;2020;June;Friday;117;False;False;0
2020-06-27;2020;June;Saturday;184;False;False;0
2020-06-28;2020;June;Sunday;224;False;False;0
2020-06-29;2020;June;Monday;0;False;True;0
2020-06-30;2020;June;Tuesday;0;False;True;0
2020-07-01;2020;July;Wednesday;70;False;False;0
2020-07-02;2020;July;Thursday;82;False;False;0
2020-07-03;2020;July;Friday;120;False;False;0
2020-07-04;2020;July;Saturday;211;False;False;0
2020-07-05;2020;July;Sunday;235;False;False;0
2020-07-06;2020;July;Monday;0;False;True;0
2020-07-07;2020;July;Tuesday;0;False;True;0
2020-07-08;2020;July;Wednesday;76;False;False;0
2020-07-09;2020;July;Thursday;74;False;False;0
2020-07-10;2020;July;Friday;123;False;False;0
2020-07-11;2020;July;Saturday;247;False;False;0
