Date;Year;Month;Day;Clients;Holiday;Vacation;Closed_restaurants
2023-05-25;2023;May;Thursday;45;False;False;0
2023-05-26;2023;May;Friday;74;False;False;0
2023-05-27;2023;May;Saturday;217;False;False;0
2023-05-28;2023;May;Sunday;198;False;False;0
2023-05-29;2023;May;Monday;0;False;True;0
2023-05-30;2023;May;Tuesday;0;False;True;0
2023-05-31;2023;May;Wednesday;36;False;False;0
2023-06-01;2023;June;Thursday;55;False;False;0
2023-06-02;2023;June;Friday;140;True;False;0
2023-06-03;2023;June;Saturday;201;False;False;0
2023-06-04;2023;June;Sunday;181;False;False;0
2023-06-05;2023;June;Monday;0;False;True;0
2023-06-06;2023;June;Tuesday;0;False;True;0
2023-06-07;2023;June;Wednesday;0;False;True;0
2023-06-08;2023;June;Thursday;0;False;True;0
2023-06-09;2023;June;Friday;97;False;False;0
2023-06-10;2023;June;Saturday;230;False;False;0
2023-06-11;2023;June;Sunday;227;False;False;0
2023-06-12;2023;June;Monday;0;False;True;0
2023-06-13;2023;June;Tuesday;0;False;True;0
2023-06-14;2023;June;Wednesday;69;False;False;0
2023-06-15;2023;June;Thursday;61;False;False;0
2023-06-16;2023;June;Friday;90;False;False;0
2023-06-17;2023;June;Saturday;211;False;False;0
2023-06-18;2023;June;Sunday;218;False;False;0
2023-06-19;2023;June;Monday;0;False;True;0
2023-06-20;2023;June;Tuesday;0;False;True;0
2023-06-21;2023;June;Wednesday;52;False;False;0
2023-06-22;2023;June;Thursday;52;False;False;0
2023-06-23;2023;June;Friday;107;False;False;0
2023-06-24;2023;June;Saturday;206;False;False;0
2023-06-25;2023;June;Sunday;214;False;False;0
2023-06-26;2023;June;Monday;0;False;True;0
2023-06-27;2023;June;Tuesday;0;False;True;0
2023-06-28;2023;June;Wednesday;61;False;False;0
2023-06-29;2023;June;Thursday;65;False;False;0
2023-06-30;2023;June;Friday;114;False;False;0
2023-07-01;2023;July;Saturday;248;False;False;0
2023-07-02;2023;July;Sunday;207;False;False;0
2023-07-03;2023;July;Monday;0;False;True;0
2023-07-04;2023;July;Tuesday;0;False;True;0
2023-07-05;2023;July;Wednesday;67;False;False;0
2023-07-06;2023;July;Thursday;67;False;False;0
2023-07-07;2023;July;Friday;131;False;False;0
2023-07-08;2023;July;Saturday;225;False;False;0
2023-07-09;2023;July;Sunday;220;False;False;0
2023-07-10;2023;July;Monday;0;False;True;0
2023-07-11;2023;July;Tuesday;0;False;True;0
2023-07-12;2023;July;Wednesday;72;False;False;0
2023-07-13;2023;July;Thursday;69;False;False;0
2023-07-14;2023;July;Friday;119;False;False;0
2023-07-15;2023;July;Saturday;250;False;False;0
2023-07-16;2023;July;Sunday;224;False;False;0
2023-07-17;2023;July;Monday;0;False;True;0
2023-07-18;2023;July;Tuesday;0;False;True;0
2023-07-19;2023;July;Wednesday;81;False;False;0
2023-07-20;2023;July;Thursday;76;False;False;0
2023-07-21;2023;July;Friday;126;False;False;0
2023-07-22;2023;July;Saturday;221;False;False;0
2023-07-23;2023;July;Sunday;216;False;False;0
2023-07-24;2023;July;Monday;0;False;True;0
2023-07-25;2023;July;Tuesday;0;False;True;0
2023-07-26;2023;July;Wednesday;69;False;False;0
2023-07-27;2023;July;Thursday;77;False;False;0
2023-07-28;2023;July;Friday;109;False;False;0
2023-07-29;2023;July;Saturday;230;False;False;0
2023-07-30;2023;July;Sunday;213;False;False;0
2023-07-31;2023;July;Monday;0;False;True;0
2023-08-01;2023;August;Tuesday;0;False;True;0
2023-08-02;2023;August;Wednesday;96;False;False;0
2023-08-03;2023;August;Thursday;71;False;False;0
2023-08-04;2023;August;Friday;119;False;False;0
2023-08-05;2023;August;Saturday;262;False;False;0
2023-08-06;2023;August;Sunday;256;False;False;0
2023-08-07;2023;August;Monday;0;False;True;0
2023-08-08;2023;August;Tuesday;0;False;True;0
2023-08-09;2023;August;Wednesday;71;False;False;0
2023-08-10;2023;August;Thursday;72;False;False;0
2023-08-11;2023;August;Friday;148;False;False;0
2023-08-12;2023;August;Saturday;233;False;False;0
2023-08-13;2023;August;Sunday;246;False;False;0
2023-08-14;2023;August;Monday;0;False;True;0
2023-08-15;2023;August;Tuesday;169;True;False;0
2023-08-16;2023;August;Wednesday;68;False;False;4
2023-08-17;2023;August;Thursday;65;False;False;4
2023-08-18;2023;August;Friday;121;False;False;4
2023-08-19;2023;August;Saturday;243;False;False;4
2023-08-20;2023;August;Sunday;244;False;False;4
2023-08-21;2023;August;Monday;0;False;True;4
2023-08-22;2023;August;Tuesday;0;False;True;4
2023-08-23;2023;August;Wednesday;68;False;False;4
2023-08-24;2023;August;Thursday;94;False;False;4
2023-08-25;2023;August;Friday;143;False;False;4
2023-08-26;2023;August;Saturday;213;False;False;4
2023-08-27;2023;August;Sunday;236;False;False;4
2023-08-28;2023;August;Monday;0;False;True;4
2023-08-29;2023;August;Tuesday;0;False;True;4
2023-08-30;2023;August;Wednesday;99;False;False;4
2023-08-31;2023;August;Thursday;84;False;False;0
2023-09-01;2023;September;Friday;103;False;False;0
2023-09-02;2023;September;Saturday;184;False;False;0
2023-09-03;2023;September;Sunday;218;False;False;0
2023-09-04;2023;September;Monday;0;False;True;0
2023-09-05;2023;September;Tuesday;0;False;True;0
2023-09-06;2023;September;Wednesday;38;False;False;0
2023-09-07;2023;September;Thursday;44;False;False;0
2023-09-08;2023;September;Friday;76;False;False;0
2023-09-09;2023;September;Saturday;181;False;False;0
2023-09-10;2023;September;Sunday;196;False;False;0
2023-09-11;2023;September;Monday;0;False;True;0
2023-09-12;2023;September;Tuesday;0;False;True;0
2023-09-13;2023;September;Wednesday;45;False;False;0
2023-09-14;2023;September;Thursday;51;False;False;0
2023-09-15;2023;September;Friday;98;False;False;0
2023-09-16;2023;September;Saturday;219;False;False;0
2023-09-17;2023;September;Sunday;189;False;False;0
2023-09-18;2023;September;Monday;0;False;True;0
2023-09-19;2023;September;Tuesday;0;False;True;0
2023-09-20;2023;September;Wednesday;33;False;False;0
2023-09-21;2023;September;Thursday;35;False;False;0
2023-09-22;2023;September;Friday;71;False;False;0
2023-09-23;2023;September;Saturday;185;False;False;0
2023-09-24;2023;September;Sunday;204;False;False;0
2023-09-25;2023;September;Monday;0;False;True;0
2023-09-26;2023;September;Tuesday;0;False;True;0
2023-09-27;2023;September;Wednesday;57;False;False;0
2023-09-28;2023;September;Thursday;30;False;False;0
2023-09-29;2023;September;Friday;103;False;False;0
2023-09-30;2023;September;Saturday;218;False;False;0
2023-10-01;2023;October;Sunday;204;False;False;0
2023-10-02;2023;October;Monday;0;False;True;0
2023-10-03;2023;October;Tuesday;0;False;True;0
2023-10-04;2023;October;Wednesday;36;False;False;0
2023-10-05;2023;October;Thursday;30;False;False;0
2023-10-06;2023;October;Friday;113;False;False;0
2023-10-07;2023;October;Saturday;200;False;False;0
2023-10-08;2023;October;Sunday;198;False;False;0
2023-10-09;2023;October;Monday;0;False;True;0
2023-10-10;2023;October;Tuesday;0;False;True;0
2023-10-11;2023;October;Wednesday;49;False;False;0
2023-10-12;2023;October;Thursday;46;False;False;0
2023-10-13;2023;October;Friday;70;False;False;0
2023-10-14;2023;October;Saturday;191;False;False;0
2023-10-15;2023;October;Sunday;193;False;False;0
2023-10-16;2023;October;Monday;0;False;True;0
2023-10-17;2023;October;Tuesday;0;False;True;0
2023-10-18;2023;October;Wednesday;43;False;False;0
2023-10-19;2023;October;Thursday;30;False;False;0
2023-10-20;2023;October;Friday;113;False;False;0
2023-10-21;2023;October;Saturday;197;False;False;0
2023-10-22;2023;October;Sunday;190;False;False;0
2023-10-23;2023;October;Monday;0;False;True;0
2023-10-24;2023;October;Tuesday;0;False;True;0
2023-10-25;2023;October;Wednesday;35;False;False;0
2023-10-26;2023;October;Thursday;39;False;False;0
2023-10-27;2023;October;Friday;115;False;False;0
2023-10-28;2023;October;Saturday;194;False;False;0
2023-10-29;2023;October;Sunday;204;False;False;0
2023-10-30;2023;October;Monday;0;False;True;0
2023-10-31;2023;October;Tuesday;0;False;True;0
2023-11-01;2023;November;Wednesday;105;True;False;0
2023-11-02;2023;November;Thursday;44;False;False;0
2023-11-03;2023;November;Friday;89;False;False;0
2023-11-04;2023;November;Saturday;183;False;False;0
2023-11-05;2023;November;Sunday;198;False;False;0
2023-11-06;2023;November;Monday;0;False;True;0
2023-11-07;2023;November;Tuesday;0;False;True;0
2023-11-08;2023;November;Wednesday;57;False;False;0
2023-11-09;2023;November;Thursday;58;False;False;0
2023-11-10;2023;November;Friday;84;False;False;0
2023-11-11;2023;November;Saturday;208;False;False;0
2023-11-12;2023;November;Sunday;187;False;False;0
2023-11-13;2023;November;Monday;0;False;True;0
2023-11-14;2023;November;Tuesday;0;False;True;0
2023-11-15;2023;November;Wednesday;32;False;False;0
2023-11-16;2023;November;Thursday;52;False;False;0
2023-11-17;2023;November;Friday;96;False;False;0
2023-11-18;2023;November;Saturday;190;False;False;0
2023-11-19;2023;November;Sunday;202;False;False;0
2023-11-20;2023;November;Monday;0;False;True;0
2023-11-21;2023;November;Tuesday;0;False;True;0
2023-11-22;2023;November;Wednesday;51;False;False;0
2023-11-23;2023;November;Thursday;54;False;False;0
2023-11-24;2023;November;Friday;103;False;False;0
2023-11-25;2023;November;Saturday;204;False;False;0
2023-11-26;2023;November;Sunday;201;False;False;0
2023-11-27;2023;November;Monday;0;False;True;0
2023-11-28;2023;November;Tuesday;0;False;True;0
2023-11-29;2023;November;Wednesday;60;False;False;0
2023-11-30;2023;November;Thursday;53;False;False;0
2023-12-01;2023;December;Friday;132;False;False;0
2023-12-02;2023;December;Saturday;259;False;False;0
2023-12-03;2023;December;Sunday;238;False;False;0
2023-12-04;2023;December;Monday;0;False;True;0
2023-12-05;2023;December;Tuesday;0;False;True;0
2023-12-06;2023;December;Wednesday;73;False;False;0
2023-12-07;2023;December;Thursday;75;False;False;0
2023-12-08;2023;December;Friday;159;True;False;0
2023-12-09;2023;December;Saturday;259;False;False;0
2023-12-10;2023;December;Sunday;241;False;False;0
2023-12-11;2023;December;Monday;0;False;True;0
2023-12-12;2023;December;Tuesday;0;False;True;0
2023-12-13;2023;December;Wednesday;95;False;False;0
2023-12-14;2023;December;Thursday;67;False;False;0
2023-12-15;2023;December;Friday;127;False;False;0
2023-12-16;2023;December;Saturday;232;False;False;0
2023-12-17;2023;December;Sunday;269;False;False;0
2023-12-18;2023;December;Monday;0;False;True;0
2023-12-19;2023;December;Tuesday;0;False;True;0
2023-12-20;2023;December;Wednesday;100;False;False;0
2023-12-21;2023;December;Thursday;99;False;False;0
2023-12-22;2023;December;Friday;141;False;False;0
2023-12-23;2023;December;Saturday;247;False;False;0
2023-12-24;2023;December;Sunday;186;True;False;0
2023-12-25;2023;December;Monday;173;True;False;0
2023-12-26;2023;December;Tuesday;154;True;False;0
2023-12-27;2023;December;Wednesday;75;False;False;0
2023-12-28;2023;December;Thursday;86;False;False;0
2023-12-29;2023;December;Friday;103;False;False;0
2023-12-30;2023;December;Saturday;210;False;False;0
2023-12-31;2023;December;Sunday;229;True;False;0
